Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number(>=200 bp)	Low Quality Bases	Version	Assembly barcode
ESC_AA1453AA	Delta 18	traces-0htvHVg;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1453AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1453AA_AS
ESC_AA1454AA	IMT4533	traces-0AGGsNJ;7GeneMLST;ND;;NA		Bird	Chicken	1999				Europe	Germany							IMT FU-Berlin		O18:K1:H7/-	O18:K1:H7		Pathogen	APEC	Septicemia		NA	NA	Colibacillosis	NA	NA	2015-08-26	2015-08-26	ESC_AA1454AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1454AA_AS
ESC_AA1455AA	UR480/Delta 75	traces-0PClxVJ;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1455AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1455AA_AS
ESC_AA1456AA	IMT8989	traces-0QAXYRd;7GeneMLST;ND;;NA		Poultry	Chicken	2003				Europe	Germany							IMT FU-Berlin		O1:K1:H7/-	O1:K1:H7		Pathogen	APEC	Septicemia		NA	NA	Colibacillosis	NA	NA	2015-08-26	2015-08-26	ESC_AA1456AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1456AA_AS
ESC_AA1457AA	UR1677/Delta 90	traces-0svSwTe;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1457AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1457AA_AS
ESC_AA1458AA	IMT2491	traces-0EoyUBj;7GeneMLST;ND;;NA		Poultry	Chicken	2000				Near East	Jordan							L.Wieler, C.Ewers			O2:H6		Pathogen	APEC	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1458AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1458AA_AS
ESC_AA1459AA	IMT9241	traces-0hDMaKf;7GeneMLST;ND;;NA		Poultry	Chicken	2004				Europe	Germany							L.Wieler, C.Ewers			O2:K1:H4		Pathogen	APEC	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1459AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1459AA_AS
ESC_AA1460AA	ISUAFEC560	traces-0bUblCA;7GeneMLST;ND;;NA			Avian	1992				North America	U.S.A.							Nolan			O2	B2			None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1460AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1460AA_AS
ESC_AA1461AA	Delta 62	traces-0zHHotO;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1461AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1461AA_AS
ESC_AA1462AA	IMT11726	traces-0zqBhaO;7GeneMLST;ND;;NA		Bird	Turkey	2006				Europe	Germany							IMT FU-Berlin		O2:K1	O2:K1:H4		Pathogen	APEC	Septicemia		NA	NA	Colibacillosis	NA	NA	2015-08-26	2015-08-26	ESC_AA1462AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1462AA_AS
ESC_AA1463AA	Delta 84	traces-0Oqwvhz;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1463AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1463AA_AS
ESC_AA1464AA	IMT12000	traces-0sxQVcv;7GeneMLST;ND;;NA		Bird	Turkey	2006				Europe	Germany							IMT FU-Berlin		O2:K1	O2:K1:H6		Pathogen	APEC	Septicemia		NA	NA	Colibacillosis	NA	NA	2015-08-26	2015-08-26	ESC_AA1464AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1464AA_AS
ESC_AA1465AA	A90	traces-0WuNtri;7GeneMLST;ND;;NA		Human	Human	1975				Europe	Finland							M. Achtman		O1:K1:H7/-	O1:H7:K1		Pathogen		Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1465AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1465AA_AS
ESC_AA1466AA	CN151	traces-0OnHcCq;7GeneMLST;ND;;NA		Poultry	Chicken					North America	Canada			Montreal, QC				L.Wieler, C.Ewers		O2			Pathogen		Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1466AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1466AA_AS
ESC_AA1467AA	UR149/Delta 30	traces-0nXwoBE;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1467AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1467AA_AS
ESC_AA1468AA	UR1232/Delta 54	traces-0zdxbBO;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1468AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1468AA_AS
ESC_AA1469AA	UR1576/Delta 88	traces-0xwmxhm;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1469AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1469AA_AS
ESC_AA1470AA	UR1611/Delta 89	traces-0nBLfXa;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1470AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1470AA_AS
ESC_AA1471AA	UR1547/Delta 86	traces-0RJJjoY;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1471AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1471AA_AS
ESC_AA1472AA	RS215	traces-0KKQxQo;7GeneMLST;ND;;NA		Human	Human	1974				North America	U.S.A.			Alabama				R. Silver		O18:K1:H7/-	O18:H7:K1		Pathogen		Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1472AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1472AA_AS
ESC_AA1473AA	Delta 64	traces-0BSWBiZ;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1473AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1473AA_AS
ESC_AA1474AA	W1827	traces-0YQarQC;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	Germany							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1:NM		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1474AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1474AA_AS
ESC_AA1475AA	KK27/1	traces-0lFFRBX;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1475AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1475AA_AS
ESC_AA1476AA	BEN2908	traces-0moBofT;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	France							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1:H5		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1476AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1476AA_AS
ESC_AA1477AA	Delta 58	traces-0ODfKxD;7GeneMLST;ND;;NA		Human	Human	2005				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1477AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1477AA_AS
ESC_AA1478AA	UR1945Delta 68	traces-0VtYTjC;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1478AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1478AA_AS
ESC_AA1479AA	UR1695/Delta 91	traces-0MOXgBJ;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1479AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1479AA_AS
ESC_AA1480AA	UR2508/Delta 106	traces-0IIjyox;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1480AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1480AA_AS
ESC_AA1481AA	UR2423/Delta 97	traces-0hjwJZU;7GeneMLST;ND;;NA		Human	Human	2006				Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen		UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1481AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1481AA_AS
ESC_AA1482AA	RB12	traces-0teAdvx;7GeneMLST;ND;;NA		Animal						Asia	Israel							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1482AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1482AA_AS
ESC_AA1483AA	KK18/10	traces-0PqyYMi;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1483AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1483AA_AS
ESC_AA1484AA	IHE 3033 (A53)	traces-0odHzGP;7GeneMLST;ND;;NA		Human	Human	1976				Europe	Finland							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O18ac:K1:H7		Pathogen	ExPEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1484AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1484AA_AS
ESC_AA1485AA	IMT2545	traces-0mPjrjv;7GeneMLST;ND;;NA		Poultry	Chicken	2000				Europe	Germany							L.Wieler, C.Ewers			O1:K1:H-		Pathogen	APEC	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1485AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1485AA_AS
ESC_AA1486AA	F18	traces-0mZOnqN;7GeneMLST;ND;;NA		Human	Human													Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1486AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1486AA_AS
ESC_AA1487AA	RB11	traces-0zXSApk;7GeneMLST;ND;;NA		Animal						Asia	Israel							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O2:K1		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1487AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1487AA_AS
ESC_AA1488AA	IMT9698	traces-0hOAxRI;7GeneMLST;ND;;NA		Poultry	Chicken	1980				Europe	Germany							L.Wieler, C.Ewers		O2	O2:K1		Pathogen		Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1488AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1488AA_AS
ESC_AA1489AA	BEN79	traces-0YAWcMd;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	France							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O18:K1:H7		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1489AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1489AA_AS
ESC_AA1490AA	VE1140/94	traces-0ZepFpJ;7GeneMLST;ND;;NA		Human	Human													Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen	ExPEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1490AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1490AA_AS
ESC_AA1491AA	RS226 (780156M)	traces-0ccguas;7GeneMLST;ND;;NA		Human	Human	1978				North America	U.S.A.							Institute for  Hygiene and Microbiology, Wuerzburg			O18ac:K1:H7		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1491AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1491AA_AS
ESC_AA1492AA	KK4/2	traces-0CiFDRG;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1492AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1492AA_AS
ESC_AA1493AA	4405/1	traces-0ZaQsvD;7GeneMLST;ND;;NA		Human	Human					Europe	Germany			Wurzburg				Institute for  Hygiene and Microbiology, Wuerzburg		K1	O12:K1		Pathogen	ExPEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1493AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1493AA_AS
ESC_AA1494AA	BEN374	traces-0lFAYjc;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	France							Institute for  Hygiene and Microbiology, Wuerzburg		K1	O18:K1:H7		Pathogen	APEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1494AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1494AA_AS
ESC_AA1495AA	KK7/1	traces-0pWmeHt;7GeneMLST;ND;;NA		Human	Human													L. Beutin		K1	K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1495AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1495AA_AS
ESC_AA1496AA	B10363	traces-0AheAQv;7GeneMLST;ND;;NA		Human	Human													Institute for  Hygiene and Microbiology, Wuerzburg		K1	K1		Pathogen	ExPEC	Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1496AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1496AA_AS
ESC_AA1498AA	IMT_2097	traces-0HKLCYN;7GeneMLST;ND;;NA		Poultry	Chicken	1997				Europe	Germany			Osnabrueck				L.Wieler, C.Ewers		O1:K1:H7/-	O1:K1:H7		Pathogen	APEC	Invasive		NA	NA	Colibacillosis	NA	NA	2015-08-26	2015-08-26	ESC_AA1498AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1498AA_AS
ESC_AA1499AA	A205	traces-0TULeLi;7GeneMLST;ND;;NA		Human	Human	1979				Europe	United Kingdom							M. Achtman		O1:K1:H7/-	O1:K1		Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1499AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1499AA_AS
ESC_AA1500AA	A1078	traces-0RzQrpB;7GeneMLST;ND;;NA		Domesticated animal	Poultry					Europe	United Kingdom							M. Achtman		K1	O2:H5:K1		Pathogen		Invasive		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1500AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1500AA_AS
ESC_AA1501AA	S95	traces-0RYFGJs;7GeneMLST;ND;;NA		Human	Human					Europe	France							L.Wieler, C.Ewers		O45:K1	O45:K1	B2	Pathogen	NMEC	Invasive		NA	NA	NBM	NA	NA	2015-08-26	2015-08-26	ESC_AA1501AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1501AA_AS
ESC_AA1503AA	C5	traces-0SpWxTQ;7GeneMLST;ND;;NA		Human	Human					North America	U.S.A.							L.Wieler, C.Ewers		O18:K1:H7	O18:K1:H7	B2	Pathogen	NMEC	Invasive		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1503AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1503AA_AS
ESC_AA1504AA	IMT15000	traces-0xvojtJ;7GeneMLST;ND;;NA		Companion animal	Dog	2004				Europe	Germany							IMT FU-Berlin			K1:H7		Pathogen		None		NA	NA	UGTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1504AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1504AA_AS
ESC_AA1505AA	JVEC86	traces-0ZLIhvJ;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1505AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1505AA_AS
ESC_AA1506AA	JVEC33	traces-0pwRuxo;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1506AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1506AA_AS
ESC_AA1507AA	JVEC73	traces-0hGopGE;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1507AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1507AA_AS
ESC_AA1508AA	UTI4	traces-0evlior;7GeneMLST;ND;;NA		Human	Human	2008				Europe	United Kingdom			Nottingham				A. McNally (Nottingham Trent University)					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1508AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1508AA_AS
ESC_AA1509AA	JVEC30	traces-0QYMiSZ;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1509AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1509AA_AS
ESC_AA1510AA	JVEC66	traces-0MoXlNL;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1510AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1510AA_AS
ESC_AA1511AA	H25	traces-0OQWRbD;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O2:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1511AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1511AA_AS
ESC_AA1512AA	USEP7	traces-0KKIyTW;7GeneMLST;ND;;NA		Human	Human	2009				Europe	United Kingdom			Nottingham				A. McNally (Nottingham Trent University)					Pathogen	ExPEC	Septicemia		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1512AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1512AA_AS
ESC_AA1513AA	UTI337	traces-0IxrXjF;7GeneMLST;ND;;NA		Human	Human	2009				Europe	United Kingdom			Nottingham				A. McNally (Nottingham Trent University)					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1513AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1513AA_AS
ESC_AA1514AA	H35	traces-0lnuRIb;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O2:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Septicemia	NA	NA	2015-08-26	2015-08-26	ESC_AA1514AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1514AA_AS
ESC_AA1515AA	JVEC72	traces-0QpvaJs;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1515AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1515AA_AS
ESC_AA1516AA	JVEC74	traces-0xVwXXb;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1516AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1516AA_AS
ESC_AA1517AA	HMMC274	traces-0ndaVQW;7GeneMLST;ND;;NA		Human	Human	2005				South America	Brazil			Rio de Janeiro				Beatriz M Moreira					Pathogen	UPEC	UTI		NA	NA	UTI	NA	NA	2015-08-26	2015-08-26	ESC_AA1517AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1517AA_AS
ESC_AA1518AA	JVEC90	traces-0zdQTzE;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1518AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1518AA_AS
ESC_AA1519AA	JVEC52	traces-0zBuOaF;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1519AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1519AA_AS
ESC_AA1520AA	JVEC87	traces-0vYIwqr;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1520AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1520AA_AS
ESC_AA1521AA	JVEC84	traces-0jNGqnN;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1521AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1521AA_AS
ESC_AA1522AA	JVEC62	traces-0fkeOur;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1522AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1522AA_AS
ESC_AA1523AA	JVEC39	traces-0ZHIPYN;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O2:K1:NM	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1523AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1523AA_AS
ESC_AA1524AA	JVEC47	traces-0bRfbkf;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O18:K1:H7	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1524AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1524AA_AS
ESC_AA1525AA	Cy179	traces-0VCbrRW;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O1:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Cystitis	NA	NA	2015-08-26	2015-08-26	ESC_AA1525AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1525AA_AS
ESC_AA1526AA	JVEC71	traces-0OdHLbl;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1526AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1526AA_AS
ESC_AA1527AA	Py160	traces-0otomxA;7GeneMLST;ND;;NA		Human	Human	1999				North America	U.S.A.			Minneapolis, MN				James Johnson			O1:K1:H7	B2	Pathogen	UPEC	UTI		NA	NA	Pyelonephritis	NA	NA	2015-08-26	2015-08-26	ESC_AA1527AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1527AA_AS
ESC_AA1528AA	JVEC59	traces-0mQsMIh;7GeneMLST;ND;;NA		Human	Human	2000				East Asia	Japan			Tsukuba				W. Ba-Thein			O1:K1:H1	B2	Non pathogen		None		NA	NA	None	NA	NA	2015-08-26	2015-08-26	ESC_AA1528AA	legacy	NaN	NaN	NaN		NaN	NaN	NaN	ESC_AA1528AA_AS
